meanfreq,sd,meanfun,minfun,maxfun,label
0.163001802,0.058707143,0.108705968,0.020176545,0.246153846,male
0.166741898,0.058613397,0.11238066,0.016129032,0.253968254,male
0.161420942,0.066231168,0.103951339,0.077294686,0.172043011,male
0.169331509,0.059449407,0.098357648,0.020806242,0.271186441,male
0.169796447,0.061885618,0.10666652,0.016736402,0.253968254,male
0.17630932,0.05955504,0.106554322,0.015984016,0.228571429,male
0.172459445,0.059077863,0.091119875,0.016343207,0.161616162,male
0.170752494,0.057956567,0.108997908,0.01843318,0.186046512,male
0.164848568,0.058071907,0.092866224,0.016753927,0.166666667,male
0.168243127,0.056049552,0.104901403,0.038834951,0.275862069,male
0.169341633,0.066742974,0.091425928,0.016614746,0.219178082,male
0.165553011,0.056395524,0.098589335,0.015748031,0.25,male
0.165439339,0.058030049,0.103017102,0.04610951,0.23880597,male
0.172235456,0.061148406,0.106113736,0.022346369,0.275862069,male
0.166580213,0.058080263,0.107543679,0.017718715,0.246153846,male
0.159346917,0.060201785,0.097703703,0.017857143,0.266666667,male
0.168424394,0.058087543,0.099661371,0.01816118,0.266666667,male
0.173225139,0.057845199,0.108406033,0.01992528,0.205128205,male
0.164942112,0.057950186,0.098031026,0.016494845,0.242424242,male
0.169951091,0.058801539,0.094131144,0.01992528,0.145454545,male
0.165341492,0.058728055,0.091480993,0.016494845,0.19047619,male
0.162046927,0.059954503,0.10117864,0.016789087,0.258064516,male
0.149864156,0.068282709,0.108321224,0.023529412,0.271186441,male
0.16831705,0.061271291,0.107576617,0.015841584,0.266666667,male
0.157992576,0.059855281,0.083562098,0.017467249,0.222222222,male
0.174645539,0.063535329,0.095959687,0.016260163,0.192771084,male
0.175235662,0.058124984,0.109784798,0.026845638,0.266666667,male
0.173665778,0.059837238,0.105569602,0.01836969,0.275862069,male
0.161859039,0.063807653,0.096395688,0.022727273,0.210526316,male
0.161131594,0.058329692,0.093313401,0.018411968,0.266666667,male
0.167335716,0.057891254,0.093851494,0.030888031,0.195121951,male
0.162428948,0.059259649,0.086478554,0.017877095,0.168421053,male
0.173483471,0.05891422,0.095160811,0.015717092,0.163265306,male
0.164389079,0.058062466,0.103429101,0.015952144,0.275862069,male
0.168022339,0.060112891,0.110437693,0.017797553,0.275862069,male
0.180360211,0.053765948,0.132277326,0.047012733,0.279069767,male
0.191151288,0.061364174,0.131275634,0.05106383,0.279069767,male
0.176481561,0.058526563,0.136086032,0.047571853,0.277456647,male
0.18251693,0.060163061,0.115764907,0.04719764,0.275862069,male
0.173201795,0.064381387,0.104841779,0.047571853,0.271186441,male
0.175608547,0.054744359,0.111493525,0.047105005,0.272727273,male
0.173764677,0.062097845,0.143545214,0.04912999,0.279069767,male
0.168762986,0.065099309,0.123731951,0.047384008,0.279069767,male
0.184749215,0.056474828,0.137278265,0.047012733,0.277456647,male
0.180792175,0.054553739,0.121079209,0.047666336,0.279069767,male
0.184388044,0.057209932,0.10940773,0.046920821,0.263736264,male
0.178491211,0.055165379,0.125876414,0.047012733,0.279069767,male
0.184012161,0.063713046,0.123233311,0.04743083,0.277456647,male
0.190270482,0.060960247,0.12962363,0.046966732,0.272727273,male
0.179085045,0.055681078,0.114158065,0.047105005,0.277456647,male
0.185876294,0.060595756,0.135327413,0.047666336,0.275862069,male
0.181054947,0.057148533,0.121781169,0.046966732,0.277456647,male
0.180642798,0.05938458,0.123788164,0.047151277,0.275862069,male
0.183981014,0.056716781,0.122803909,0.047761194,0.269662921,male
0.192943299,0.057850133,0.11918971,0.047337278,0.279069767,male
0.172044323,0.056679648,0.110123905,0.04719764,0.274285714,male
0.17371648,0.05688757,0.119002204,0.048096192,0.275862069,male
0.173448805,0.065076654,0.127933369,0.047012733,0.279069767,male
0.170723428,0.062430206,0.122621288,0.050686378,0.275862069,male
0.188543013,0.060140499,0.111889581,0.047244094,0.269662921,male
0.170042567,0.064567901,0.121085852,0.047105005,0.279069767,male
0.180650961,0.062564524,0.125288842,0.047058824,0.279069767,male
0.178873357,0.058085349,0.116109922,0.047105005,0.275862069,male
0.174273983,0.057816442,0.117071916,0.047856431,0.279069767,male
0.177669976,0.065541398,0.113763033,0.048289738,0.271186441,male
0.18236181,0.058159608,0.111750169,0.04729064,0.271186441,male
0.175634123,0.059548155,0.1248582,0.047384008,0.248704663,male
0.178535925,0.057604645,0.13361574,0.049331963,0.277456647,male
0.172349346,0.064658574,0.121944564,0.046966732,0.275862069,male
0.16482457,0.071676082,0.126560976,0.047477745,0.275862069,male
0.174892325,0.055032253,0.112162311,0.046920821,0.277456647,male
0.168164372,0.066333508,0.131661886,0.050579557,0.279069767,male
0.171409029,0.060725375,0.117953144,0.046920821,0.279069767,male
0.178765123,0.0609274,0.112631538,0.048,0.277456647,male
0.177693858,0.060015938,0.117193178,0.048533873,0.274285714,male
0.179716144,0.056663031,0.118620143,0.046920821,0.277456647,male
0.173709455,0.059889735,0.119022366,0.050686378,0.279069767,male
0.173720512,0.056625365,0.120717294,0.047524752,0.277456647,male
0.178254336,0.053752348,0.11436113,0.047244094,0.277456647,male
0.166184378,0.069486359,0.114281275,0.047058824,0.279069767,male
0.178720688,0.058594037,0.118034404,0.047384008,0.275862069,male
0.168698613,0.062554538,0.130612305,0.046920821,0.277456647,male
0.166478636,0.061180066,0.113172043,0.04743083,0.262295082,male
0.1706137,0.055681306,0.124998038,0.046966732,0.277456647,male
0.182887691,0.059897769,0.147472372,0.047058824,0.274285714,male
0.17379945,0.059243439,0.12833326,0.049382716,0.279069767,male
0.176938283,0.058304068,0.125012128,0.046920821,0.279069767,male
0.17768078,0.061211872,0.129440649,0.04743083,0.272727273,male
0.167731744,0.066224783,0.126106863,0.048096192,0.279069767,male
0.181036339,0.059324503,0.112473352,0.046966732,0.274285714,male
0.174991748,0.054608344,0.106991824,0.046920821,0.277456647,male
0.177527038,0.05760106,0.121318856,0.047012733,0.279069767,male
0.176746255,0.057544346,0.145738497,0.0537514,0.275862069,male
0.171547961,0.065804842,0.122665736,0.047337278,0.279069767,male
0.175583481,0.06082766,0.108809217,0.049947971,0.271186441,male
0.182465049,0.072544522,0.124485842,0.026058632,0.266666667,male
0.160307998,0.058925137,0.087385478,0.023952096,0.202531646,male
0.153381674,0.070907608,0.101207033,0.039408867,0.137931034,male
0.197027156,0.060146163,0.132534513,0.047477745,0.274285714,male
0.181555987,0.065929432,0.149405943,0.046920821,0.277456647,male
0.189057081,0.073953106,0.13362388,0.048144433,0.279069767,male
0.183170844,0.064422599,0.144830538,0.047761194,0.279069767,male
0.201951304,0.059686013,0.132170727,0.050052138,0.269662921,male
0.202283577,0.061546905,0.128483539,0.046966732,0.275862069,male
0.194957222,0.062557836,0.134626466,0.04729064,0.279069767,male
0.199756397,0.059357101,0.132326317,0.052863436,0.279069767,male
0.194016496,0.05831199,0.126112118,0.047384008,0.271186441,male
0.203814537,0.062501048,0.128787607,0.049180328,0.279069767,male
0.186891409,0.065908317,0.131759211,0.048879837,0.277456647,male
0.171490287,0.0709614,0.120088681,0.047808765,0.266666667,male
0.180849359,0.066607438,0.134678374,0.046966732,0.279069767,male
0.198585268,0.05869109,0.128648886,0.04989605,0.279069767,male
0.194210617,0.057747742,0.127155848,0.049180328,0.272727273,male
0.195171422,0.063780416,0.124391977,0.047952048,0.279069767,male
0.193038704,0.058895246,0.126359687,0.047244094,0.277456647,male
0.189761258,0.059864418,0.134528873,0.047808765,0.277456647,male
0.186118513,0.058503603,0.125718208,0.048192771,0.275862069,male
0.194248134,0.066107707,0.146746174,0.046920821,0.279069767,male
0.198868838,0.061917027,0.146562391,0.047384008,0.279069767,male
0.193155389,0.066994936,0.143489618,0.050955414,0.277456647,male
0.185934699,0.062721291,0.128266357,0.048192771,0.277456647,male
0.195200787,0.061043124,0.138503684,0.048484848,0.279069767,male
0.207271491,0.058259987,0.12102799,0.048048048,0.277456647,male
0.189288164,0.068130766,0.128718225,0.050104384,0.279069767,male
0.18898465,0.065870095,0.124752915,0.048048048,0.268156425,male
0.188838665,0.059059938,0.140678135,0.046920821,0.274285714,male
0.20154104,0.06298613,0.146439143,0.049433574,0.279069767,male
0.190851697,0.053773543,0.130284112,0.047761194,0.272727273,male
0.183464659,0.074338323,0.154437033,0.047619048,0.269662921,male
0.189989773,0.066268409,0.136140453,0.046966732,0.275862069,male
0.190401884,0.062086689,0.123889229,0.047151277,0.271186441,male
0.195709892,0.061262296,0.14259026,0.052805281,0.279069767,male
0.192631692,0.059165512,0.133211012,0.048435923,0.279069767,male
0.182869213,0.072265927,0.13402138,0.047384008,0.279069767,male
0.201080789,0.059303328,0.125249459,0.04719764,0.263736264,male
0.198930472,0.060498749,0.140248164,0.048192771,0.279069767,male
0.179406948,0.05875628,0.135029853,0.047105005,0.272727273,male
0.1815596,0.078562234,0.13237615,0.052173913,0.271186441,male
0.193197025,0.05766641,0.132197611,0.047761194,0.277456647,male
0.19795475,0.057826078,0.139392248,0.048730964,0.279069767,male
0.195744768,0.062185775,0.136126185,0.057007126,0.262295082,male
0.19633659,0.058613277,0.131555864,0.050739958,0.279069767,male
0.17316515,0.071724364,0.135477245,0.048192771,0.277456647,male
0.195209758,0.062454147,0.140711236,0.053631285,0.279069767,male
0.203381046,0.056888248,0.126410707,0.047571853,0.279069767,male
0.199582915,0.060125144,0.13212904,0.047012733,0.269662921,male
0.191324489,0.062535612,0.123961884,0.047337278,0.271186441,male
0.192299761,0.062510107,0.134045699,0.050104384,0.279069767,male
0.19137379,0.060052206,0.136617469,0.047105005,0.274285714,male
0.194149909,0.058646986,0.133796638,0.049484536,0.274285714,male
0.195219947,0.070484708,0.144158913,0.047058824,0.279069767,male
0.195376387,0.05986422,0.138978448,0.047713718,0.279069767,male
0.196317326,0.055758273,0.134775967,0.048681542,0.279069767,male
0.190720011,0.059821282,0.14461354,0.048582996,0.275862069,male
0.188357597,0.057787483,0.141513483,0.04743083,0.279069767,male
0.190408638,0.068893439,0.140188867,0.048780488,0.279069767,male
0.192154407,0.057609999,0.129940712,0.048192771,0.277456647,male
0.20124058,0.060960996,0.130457383,0.04719764,0.272727273,male
0.204075413,0.063821001,0.129989626,0.047105005,0.279069767,male
0.185768646,0.057847833,0.121224962,0.047012733,0.279069767,male
0.187477037,0.06038199,0.115284385,0.047105005,0.277456647,male
0.1895152,0.061802273,0.126695697,0.047105005,0.274285714,male
0.193832154,0.058964239,0.115723055,0.048730964,0.279069767,male
0.189063477,0.059923677,0.118071697,0.047856431,0.275862069,male
0.191921183,0.065011112,0.128070967,0.048241206,0.279069767,male
0.201305719,0.06169659,0.113616151,0.046920821,0.269662921,male
0.1959379,0.058575805,0.115817137,0.047904192,0.275862069,male
0.196839488,0.06178795,0.119334903,0.053993251,0.24120603,male
0.193357293,0.060101575,0.126699418,0.048929664,0.277456647,male
0.198356889,0.061187311,0.11410656,0.046920821,0.279069767,male
0.191380524,0.061229701,0.11757432,0.047151277,0.275862069,male
0.200303165,0.061665461,0.127035948,0.047808765,0.279069767,male
0.203362756,0.060086988,0.131571678,0.047105005,0.269662921,male
0.194851425,0.060805297,0.127949779,0.047337278,0.275862069,male
0.200433686,0.061835291,0.118140473,0.047904192,0.274285714,male
0.195847541,0.059568175,0.124312451,0.048096192,0.26519337,male
0.195953676,0.058995807,0.124132612,0.047524752,0.279069767,male
0.194059598,0.063240412,0.12852983,0.047666336,0.277456647,male
0.197885072,0.059483367,0.123779334,0.047337278,0.279069767,male
0.193424214,0.059779155,0.129153015,0.047713718,0.279069767,male
0.187943808,0.061098539,0.129869774,0.047713718,0.275862069,male
0.200861242,0.060700735,0.129865626,0.047904192,0.279069767,male
0.199589543,0.06352609,0.117279169,0.047012733,0.277456647,male
0.197851777,0.063804608,0.120762049,0.048979592,0.271186441,male
0.194961305,0.059432928,0.127857412,0.047571853,0.274285714,male
0.193492046,0.061710427,0.120308336,0.049586777,0.277456647,male
0.186506549,0.063278728,0.129999201,0.04719764,0.279069767,male
0.179100987,0.06070084,0.114859951,0.047619048,0.262295082,male
0.191023797,0.059708573,0.130176668,0.048096192,0.277456647,male
0.192621338,0.058554897,0.123087746,0.047524752,0.263736264,male
0.199217361,0.060648002,0.118799152,0.046920821,0.277456647,male
0.189232285,0.062370951,0.133711903,0.047337278,0.279069767,male
0.194003486,0.06034874,0.129198105,0.048632219,0.277456647,male
0.185269829,0.058978908,0.123770708,0.047105005,0.274285714,male
0.194874522,0.062716831,0.124122888,0.048830112,0.279069767,male
0.192809251,0.061931762,0.142393403,0.046966732,0.277456647,male
0.182507762,0.05856048,0.131409588,0.048929664,0.266666667,male
0.189983202,0.060065325,0.122174398,0.04719764,0.266666667,male
0.189425986,0.060371137,0.127748174,0.047151277,0.274285714,male
0.191590704,0.059662313,0.118303156,0.047058824,0.244897959,male
0.198936982,0.063052823,0.131275355,0.048,0.279069767,male
0.185698574,0.058112498,0.136466264,0.047058824,0.279069767,male
0.188291306,0.060756819,0.130205412,0.048096192,0.274285714,male
0.186219164,0.060036013,0.117582064,0.048632219,0.268156425,male
0.185462507,0.058778874,0.118564447,0.048929664,0.279069767,male
0.191353396,0.058748855,0.130960603,0.047713718,0.277456647,male
0.189160077,0.061119498,0.121430013,0.047808765,0.275862069,male
0.17732967,0.058266805,0.115360632,0.047337278,0.279069767,male
0.186100909,0.057407561,0.135410201,0.049689441,0.279069767,male
0.18304563,0.058198596,0.121990552,0.049792531,0.277456647,male
0.194844864,0.060449235,0.122026316,0.047058824,0.277456647,male
0.189797944,0.061813105,0.119705594,0.047761194,0.279069767,male
0.198810571,0.060895554,0.138740188,0.048435923,0.279069767,male
0.190479103,0.061816188,0.126003342,0.048533873,0.268156425,male
0.185583994,0.061472466,0.128656128,0.047337278,0.277456647,male
0.195704983,0.060049025,0.118062521,0.047151277,0.274285714,male
0.191582729,0.061029831,0.129015302,0.047808765,0.279069767,male
0.188229185,0.062654108,0.131445758,0.04729064,0.277456647,male
0.174254534,0.061937584,0.126663687,0.049535604,0.279069767,male
0.184244561,0.061242014,0.116962866,0.046966732,0.279069767,male
0.184517183,0.060654986,0.121233545,0.047244094,0.274285714,male
0.185126389,0.060226694,0.118594879,0.047012733,0.279069767,male
0.179949194,0.057513135,0.119759367,0.048582996,0.277456647,male
0.1795573,0.063853112,0.126365013,0.04743083,0.277456647,male
0.191936187,0.056960625,0.113174985,0.048533873,0.26519337,male
0.183210437,0.060159808,0.137609131,0.047244094,0.279069767,male
0.187146907,0.059458435,0.123697996,0.047524752,0.277456647,male
0.190235564,0.056793186,0.116813538,0.047058824,0.277456647,male
0.180528667,0.061915604,0.120585945,0.046920821,0.275862069,male
0.204943667,0.058952794,0.117904784,0.046920821,0.272727273,male
0.194627989,0.056074326,0.112952923,0.046920821,0.277456647,male
0.198570077,0.06486674,0.127269104,0.04719764,0.271186441,male
0.186393472,0.05783605,0.118711083,0.047105005,0.277456647,male
0.189002547,0.061454938,0.114454149,0.047856431,0.271186441,male
0.180995786,0.06606347,0.120660751,0.047619048,0.279069767,male
0.189496372,0.061773924,0.130267409,0.047012733,0.279069767,male
0.184338938,0.055136164,0.112662692,0.047856431,0.277456647,male
0.191782317,0.05718025,0.127979149,0.047337278,0.279069767,male
0.189995095,0.060490796,0.117400707,0.047244094,0.277456647,male
0.192988943,0.070569323,0.128908054,0.047337278,0.279069767,male
0.183886114,0.063269921,0.133683055,0.047904192,0.279069767,male
0.186643054,0.062285477,0.114682533,0.047477745,0.277456647,male
0.190588799,0.05430954,0.12865102,0.04729064,0.279069767,male
0.201403062,0.059263889,0.131676142,0.047904192,0.277456647,male
0.189252879,0.056830315,0.123907868,0.047524752,0.272727273,male
0.179678133,0.086938705,0.128291503,0.048582996,0.279069767,male
0.197687748,0.056555234,0.12643208,0.04719764,0.279069767,male
0.18769226,0.05988937,0.119709974,0.046920821,0.279069767,male
0.197889212,0.058705142,0.12249583,0.048484848,0.279069767,male
0.186219654,0.05574032,0.130962361,0.047012733,0.279069767,male
0.203858251,0.0548433,0.110514073,0.047808765,0.272727273,male
0.193322456,0.056460004,0.119088487,0.046966732,0.275862069,male
0.18894073,0.05926744,0.119681118,0.047105005,0.268156425,male
0.189990799,0.060324368,0.129917025,0.048096192,0.279069767,male
0.211377749,0.056149789,0.122820094,0.04719764,0.279069767,male
0.202643941,0.053150572,0.13660896,0.047856431,0.279069767,male
0.198476258,0.055359389,0.131355746,0.047058824,0.279069767,male
0.193663865,0.059670695,0.12476966,0.047477745,0.279069767,male
0.192667648,0.057447277,0.130247577,0.046920821,0.277456647,male
0.196729877,0.060469195,0.135462688,0.047058824,0.279069767,male
0.204842376,0.058805432,0.104782843,0.047105005,0.274285714,male
0.200977031,0.057682577,0.119180381,0.047337278,0.279069767,male
0.192339818,0.058945356,0.13424415,0.046920821,0.279069767,male
0.193219706,0.058535045,0.123763848,0.047761194,0.279069767,male
0.194966057,0.061517064,0.111045847,0.047952048,0.272727273,male
0.198727302,0.060825106,0.13001683,0.047151277,0.279069767,male
0.195423551,0.053962027,0.134786336,0.047105005,0.274285714,male
0.198814061,0.059886609,0.119048573,0.047105005,0.279069767,male
0.185771053,0.057833074,0.137189185,0.046920821,0.275862069,male
0.176334639,0.060896767,0.136946376,0.047808765,0.275862069,male
0.205414924,0.059739672,0.133017343,0.04719764,0.279069767,male
0.203441834,0.058441905,0.125785341,0.047761194,0.277456647,male
0.197558043,0.060940215,0.144151839,0.047105005,0.279069767,male
0.196224115,0.059408397,0.126552826,0.047761194,0.274285714,male
0.206079848,0.058980506,0.124146189,0.047012733,0.277456647,male
0.204184075,0.05747872,0.1282391,0.047808765,0.279069767,male
0.204271027,0.056171073,0.123040105,0.046966732,0.272727273,male
0.192763153,0.059135592,0.110623576,0.047856431,0.275862069,male
0.188054098,0.060833236,0.13003476,0.048192771,0.279069767,male
0.198922743,0.056058476,0.113894303,0.04729064,0.275862069,male
0.188418649,0.054544633,0.12519035,0.04719764,0.275862069,male
0.193896949,0.059124944,0.134223792,0.047477745,0.260869565,male
0.191018022,0.057396464,0.135571444,0.047808765,0.277456647,male
0.1841419,0.053220381,0.125153413,0.047244094,0.277456647,male
0.190862207,0.057046659,0.116157734,0.051009564,0.266666667,male
0.200690375,0.056684644,0.12404976,0.047058824,0.279069767,male
0.192065896,0.062187328,0.125471811,0.04719764,0.279069767,male
0.192407537,0.055248407,0.123985594,0.047058824,0.275862069,male
0.192557517,0.05598651,0.13392924,0.047761194,0.272727273,male
0.194565219,0.057715589,0.124893941,0.048289738,0.279069767,male
0.196194621,0.05910825,0.120320313,0.046920821,0.277456647,male
0.190289378,0.059419117,0.125343493,0.047337278,0.272727273,male
0.197072515,0.057609075,0.138659058,0.047524752,0.277456647,male
0.182336727,0.057468914,0.120722272,0.048929664,0.277456647,male
0.190436268,0.058549706,0.138986983,0.047856431,0.279069767,male
0.190421877,0.053285671,0.133339095,0.047856431,0.263736264,male
0.186320341,0.057873229,0.128076568,0.048289738,0.277456647,male
0.189573146,0.055219987,0.134417397,0.047105005,0.279069767,male
0.181421187,0.055640198,0.130937365,0.047105005,0.277456647,male
0.196787849,0.060888179,0.133846159,0.047012733,0.275862069,male
0.196304584,0.055351976,0.124359975,0.051446945,0.277456647,male
0.199137655,0.058723738,0.141118886,0.048241206,0.277456647,male
0.195643063,0.057979959,0.124401707,0.048241206,0.268156425,male
0.190284827,0.057150937,0.121535411,0.050739958,0.274285714,male
0.188175668,0.057034648,0.127889264,0.047713718,0.277456647,male
0.199427119,0.057378141,0.12055358,0.049281314,0.274285714,male
0.194007057,0.05698269,0.12383627,0.047012733,0.272727273,male
0.193988407,0.057407578,0.120371102,0.047012733,0.279069767,male
0.189873605,0.058941889,0.111458066,0.048,0.279069767,male
0.180851118,0.056154669,0.126774493,0.049638056,0.279069767,male
0.195543127,0.057937824,0.121207215,0.048048048,0.277456647,male
0.187086554,0.058005197,0.117747296,0.047058824,0.274285714,male
0.195259587,0.059244228,0.125575584,0.047105005,0.279069767,male
0.18898524,0.056050744,0.132015802,0.04729064,0.279069767,male
0.196589992,0.057833619,0.12467557,0.047244094,0.277456647,male
0.193050825,0.054727705,0.119274349,0.047524752,0.279069767,male
0.190944243,0.055071184,0.126506519,0.050847458,0.279069767,male
0.195467989,0.057260264,0.125493131,0.047856431,0.279069767,male
0.20035138,0.058855279,0.122072617,0.047244094,0.277456647,male
0.196805667,0.056170668,0.129462707,0.051391863,0.277456647,male
0.186467934,0.058330124,0.119593502,0.047384008,0.277456647,male
0.195164261,0.058829784,0.130252588,0.048048048,0.279069767,male
0.191326683,0.058292949,0.127913845,0.046920821,0.279069767,male
0.19871761,0.058958558,0.139321565,0.050473186,0.279069767,male
0.19362559,0.058645268,0.124478265,0.047904192,0.275862069,male
0.203079981,0.060560682,0.129140052,0.046966732,0.268156425,male
0.1901168,0.057401014,0.13109946,0.047058824,0.277456647,male
0.185480098,0.053120332,0.141496507,0.050686378,0.271186441,male
0.198308114,0.060482713,0.13573959,0.050420168,0.275862069,male
0.186288684,0.055812571,0.132548178,0.05106383,0.258064516,male
0.192271523,0.060286478,0.130278864,0.047477745,0.271186441,male
0.188607724,0.058861224,0.123877018,0.047952048,0.279069767,male
0.199189487,0.062083995,0.123836529,0.047337278,0.277456647,male
0.189808575,0.057015847,0.143058584,0.048387097,0.277456647,male
0.185914867,0.060363757,0.129220716,0.046966732,0.277456647,male
0.189020427,0.056131533,0.124496656,0.047666336,0.272727273,male
0.193562985,0.061596096,0.118220413,0.046920821,0.279069767,male
0.182813462,0.0589975,0.13728191,0.047808765,0.279069767,male
0.197991858,0.061893606,0.124136551,0.051446945,0.279069767,male
0.193622778,0.063132615,0.129446879,0.047477745,0.277456647,male
0.191968913,0.060011563,0.137188451,0.047619048,0.279069767,male
0.174754985,0.063907927,0.135787047,0.049331963,0.277456647,male
0.175310852,0.06815048,0.133196269,0.047105005,0.271186441,male
0.198524035,0.062837123,0.127262358,0.050686378,0.271186441,male
0.191692741,0.060261541,0.120189942,0.04719764,0.26519337,male
0.181525453,0.056613842,0.126400428,0.047105005,0.279069767,male
0.18346495,0.054442484,0.134925036,0.047713718,0.277456647,male
0.190580283,0.058970503,0.117680435,0.047058824,0.268156425,male
0.176626657,0.056449938,0.145812552,0.04912999,0.277456647,male
0.192992763,0.065303723,0.147962941,0.051948052,0.277456647,male
0.186150408,0.055903412,0.128891059,0.04729064,0.275862069,male
0.187495475,0.057107157,0.121052646,0.047477745,0.275862069,male
0.188878774,0.060315582,0.133091772,0.050847458,0.272727273,male
0.177917464,0.062669366,0.142627051,0.04719764,0.279069767,male
0.196970689,0.062973463,0.128609918,0.051557465,0.277456647,male
0.182041093,0.064754877,0.127216088,0.047477745,0.272727273,male
0.18435844,0.063862431,0.137664787,0.048338369,0.277456647,male
0.201064718,0.058419529,0.121381048,0.049740933,0.255319149,male
0.202332976,0.063000884,0.123609642,0.04729064,0.269662921,male
0.176199879,0.068750358,0.127633635,0.047713718,0.271186441,male
0.19464442,0.059432254,0.117966392,0.049180328,0.252631579,male
0.179496262,0.066958068,0.138418714,0.048048048,0.279069767,male
0.182561215,0.052299809,0.134166082,0.047666336,0.275862069,male
0.199040611,0.066604784,0.146308205,0.047761194,0.279069767,male
0.182813026,0.063315371,0.124912932,0.048830112,0.279069767,male
0.191648237,0.061567239,0.140013079,0.051502146,0.279069767,male
0.196389233,0.058096844,0.137307368,0.04912999,0.275862069,male
0.190531508,0.060900707,0.143260154,0.04743083,0.274285714,male
0.18842184,0.064871809,0.144218439,0.050209205,0.277456647,male
0.192195966,0.059243666,0.129153914,0.048533873,0.274285714,male
0.185609359,0.061889003,0.132251713,0.046920821,0.277456647,male
0.193366463,0.066113015,0.141514956,0.048144433,0.279069767,male
0.191444116,0.063799233,0.117273651,0.047571853,0.277456647,male
0.185093974,0.062775724,0.125216774,0.04719764,0.274285714,male
0.192896664,0.061937229,0.12916351,0.047012733,0.271186441,male
0.19158256,0.057748451,0.127910009,0.047105005,0.272727273,male
0.186753021,0.061142134,0.128691217,0.047012733,0.272727273,male
0.176696845,0.055535888,0.12925568,0.04729064,0.268156425,male
0.185688615,0.065589417,0.13164422,0.047952048,0.274285714,male
0.192317241,0.067480668,0.135908519,0.050209205,0.279069767,male
0.190401637,0.062116026,0.122925908,0.047713718,0.263736264,male
0.194213694,0.061780606,0.134914936,0.048681542,0.279069767,male
0.197098761,0.061625617,0.128867806,0.047524752,0.274285714,male
0.18789803,0.058817337,0.1309983,0.047244094,0.269662921,male
0.180803992,0.070863497,0.134688915,0.04912999,0.279069767,male
0.189628045,0.060498426,0.124774459,0.047477745,0.266666667,male
0.195714798,0.0648158,0.135220497,0.047713718,0.26519337,male
0.189870359,0.06271721,0.127737924,0.048048048,0.274285714,male
0.193110373,0.059315276,0.130075335,0.048387097,0.275862069,male
0.193200228,0.061011491,0.126353172,0.046920821,0.277456647,male
0.197103136,0.066318932,0.127859258,0.049281314,0.279069767,male
0.193799999,0.06123812,0.12905204,0.048533873,0.279069767,male
0.186325972,0.065905125,0.138961006,0.049484536,0.272727273,male
0.187771722,0.058617688,0.141444635,0.048096192,0.275862069,male
0.184439562,0.060942793,0.149394129,0.047761194,0.277456647,male
0.188419106,0.059702425,0.124731803,0.047337278,0.269662921,male
0.179134628,0.068175021,0.136595204,0.048632219,0.277456647,male
0.168094756,0.073347382,0.123996253,0.047904192,0.279069767,male
0.190369458,0.056712641,0.138214252,0.047619048,0.279069767,male
0.195828769,0.062405351,0.133304782,0.048979592,0.274285714,male
0.189245002,0.060113897,0.136317707,0.047808765,0.274285714,male
0.197030505,0.062610641,0.144180051,0.048144433,0.277456647,male
0.204578869,0.061387776,0.135326292,0.050104384,0.279069767,male
0.189408412,0.055516867,0.132415969,0.048144433,0.277456647,male
0.202065333,0.061713073,0.132593179,0.047477745,0.277456647,male
0.200783536,0.059079661,0.136392706,0.047761194,0.271186441,male
0.201380198,0.063680569,0.136432417,0.050955414,0.274285714,male
0.197273411,0.062925559,0.126846937,0.047713718,0.279069767,male
0.210838698,0.063773329,0.13053209,0.047713718,0.266666667,male
0.201039131,0.063253044,0.139780489,0.047524752,0.275862069,male
0.194811582,0.061826306,0.137507676,0.048,0.277456647,male
0.208719093,0.06171415,0.134642325,0.049331963,0.279069767,male
0.197546833,0.062682071,0.133422272,0.048730964,0.277456647,male
0.203955157,0.061717721,0.129352794,0.047012733,0.277456647,male
0.207022466,0.062649149,0.120236856,0.046920821,0.277456647,male
0.199759266,0.062122474,0.13080778,0.051282051,0.279069767,male
0.187154334,0.06034966,0.141512285,0.047856431,0.279069767,male
0.206441977,0.060207843,0.127269884,0.047904192,0.279069767,male
0.207960336,0.061352952,0.122591561,0.046966732,0.268156425,male
0.196266671,0.056149498,0.136883258,0.050955414,0.277456647,male
0.201361796,0.062099223,0.14304482,0.048387097,0.279069767,male
0.202234216,0.061102721,0.134449652,0.053571429,0.279069767,male
0.19872951,0.061861764,0.126260247,0.047761194,0.279069767,male
0.198052488,0.063504762,0.130179817,0.048048048,0.277456647,male
0.188867078,0.062436733,0.120268926,0.048,0.272727273,male
0.201432758,0.060773454,0.128110703,0.047524752,0.279069767,male
0.193130845,0.061749731,0.137262409,0.047477745,0.279069767,male
0.204714748,0.062560237,0.133749761,0.047058824,0.279069767,male
0.198218184,0.060369453,0.130345112,0.0537514,0.279069767,male
0.2012129,0.064532034,0.127005216,0.047012733,0.277456647,male
0.193778467,0.059249352,0.13647952,0.046966732,0.277456647,male
0.196771869,0.060703367,0.127057222,0.048979592,0.277456647,male
0.202016037,0.062551282,0.121069123,0.046966732,0.277456647,male
0.19694481,0.061879828,0.127932396,0.0537514,0.277456647,male
0.206995718,0.061346297,0.133469808,0.047666336,0.258064516,male
0.195542428,0.062672047,0.135178951,0.047151277,0.279069767,male
0.200717124,0.062786487,0.120979897,0.047012733,0.279069767,male
